movimentacao_id,produto_id,centro_id,tipo,quantidade,referencia,criado_em
31,11,1,ENTRADA_INICIAL,38,SALDO-ABERTURA-2025,2025-01-01 08:00:00
32,11,2,ENTRADA_INICIAL,13,SALDO-ABERTURA-2025,2025-01-01 08:00:00
33,11,3,ENTRADA_INICIAL,43,SALDO-ABERTURA-2025,2025-01-01 08:00:00
34,12,1,ENTRADA_INICIAL,68,SALDO-ABERTURA-2025,2025-01-01 08:00:00
35,12,2,ENTRADA_INICIAL,47,SALDO-ABERTURA-2025,2025-01-01 08:00:00
36,12,3,ENTRADA_INICIAL,67,SALDO-ABERTURA-2025,2025-01-01 08:00:00
37,13,1,ENTRADA_INICIAL,40,SALDO-ABERTURA-2025,2025-01-01 08:00:00
38,13,2,ENTRADA_INICIAL,10,SALDO-ABERTURA-2025,2025-01-01 08:00:00
39,13,3,ENTRADA_INICIAL,19,SALDO-ABERTURA-2025,2025-01-01 08:00:00
40,14,1,ENTRADA_INICIAL,70,SALDO-ABERTURA-2025,2025-01-01 08:00:00
41,14,2,ENTRADA_INICIAL,11,SALDO-ABERTURA-2025,2025-01-01 08:00:00
42,14,3,ENTRADA_INICIAL,44,SALDO-ABERTURA-2025,2025-01-01 08:00:00
43,15,1,ENTRADA_INICIAL,60,SALDO-ABERTURA-2025,2025-01-01 08:00:00
44,15,2,ENTRADA_INICIAL,65,SALDO-ABERTURA-2025,2025-01-01 08:00:00
45,15,3,ENTRADA_INICIAL,14,SALDO-ABERTURA-2025,2025-01-01 08:00:00
46,16,1,ENTRADA_INICIAL,55,SALDO-ABERTURA-2025,2025-01-01 08:00:00
47,16,2,ENTRADA_INICIAL,53,SALDO-ABERTURA-2025,2025-01-01 08:00:00
48,16,3,ENTRADA_INICIAL,41,SALDO-ABERTURA-2025,2025-01-01 08:00:00
49,17,1,ENTRADA_INICIAL,19,SALDO-ABERTURA-2025,2025-01-01 08:00:00
50,17,2,ENTRADA_INICIAL,49,SALDO-ABERTURA-2025,2025-01-01 08:00:00
51,17,3,ENTRADA_INICIAL,28,SALDO-ABERTURA-2025,2025-01-01 08:00:00
52,18,1,ENTRADA_INICIAL,58,SALDO-ABERTURA-2025,2025-01-01 08:00:00
53,18,2,ENTRADA_INICIAL,39,SALDO-ABERTURA-2025,2025-01-01 08:00:00
54,18,3,ENTRADA_INICIAL,69,SALDO-ABERTURA-2025,2025-01-01 08:00:00
55,19,1,ENTRADA_INICIAL,51,SALDO-ABERTURA-2025,2025-01-01 08:00:00
56,19,2,ENTRADA_INICIAL,11,SALDO-ABERTURA-2025,2025-01-01 08:00:00
57,19,3,ENTRADA_INICIAL,20,SALDO-ABERTURA-2025,2025-01-01 08:00:00
58,20,1,ENTRADA_INICIAL,32,SALDO-ABERTURA-2025,2025-01-01 08:00:00
59,20,2,ENTRADA_INICIAL,48,SALDO-ABERTURA-2025,2025-01-01 08:00:00
60,20,3,ENTRADA_INICIAL,57,SALDO-ABERTURA-2025,2025-01-01 08:00:00
61,21,1,ENTRADA_INICIAL,57,SALDO-ABERTURA-2025,2025-01-01 08:00:00
62,21,2,ENTRADA_INICIAL,35,SALDO-ABERTURA-2025,2025-01-01 08:00:00
63,21,3,ENTRADA_INICIAL,68,SALDO-ABERTURA-2025,2025-01-01 08:00:00
64,22,1,ENTRADA_INICIAL,22,SALDO-ABERTURA-2025,2025-01-01 08:00:00
65,22,2,ENTRADA_INICIAL,18,SALDO-ABERTURA-2025,2025-01-01 08:00:00
66,22,3,ENTRADA_INICIAL,30,SALDO-ABERTURA-2025,2025-01-01 08:00:00
67,23,1,ENTRADA_INICIAL,45,SALDO-ABERTURA-2025,2025-01-01 08:00:00
68,23,2,ENTRADA_INICIAL,43,SALDO-ABERTURA-2025,2025-01-01 08:00:00
69,23,3,ENTRADA_INICIAL,33,SALDO-ABERTURA-2025,2025-01-01 08:00:00
70,24,1,ENTRADA_INICIAL,53,SALDO-ABERTURA-2025,2025-01-01 08:00:00
71,24,2,ENTRADA_INICIAL,27,SALDO-ABERTURA-2025,2025-01-01 08:00:00
72,24,3,ENTRADA_INICIAL,10,SALDO-ABERTURA-2025,2025-01-01 08:00:00
73,25,1,ENTRADA_INICIAL,29,SALDO-ABERTURA-2025,2025-01-01 08:00:00
74,25,2,ENTRADA_INICIAL,10,SALDO-ABERTURA-2025,2025-01-01 08:00:00
75,25,3,ENTRADA_INICIAL,16,SALDO-ABERTURA-2025,2025-01-01 08:00:00
76,26,1,ENTRADA_INICIAL,21,SALDO-ABERTURA-2025,2025-01-01 08:00:00
77,26,2,ENTRADA_INICIAL,48,SALDO-ABERTURA-2025,2025-01-01 08:00:00
78,26,3,ENTRADA_INICIAL,54,SALDO-ABERTURA-2025,2025-01-01 08:00:00
79,27,1,ENTRADA_INICIAL,19,SALDO-ABERTURA-2025,2025-01-01 08:00:00
80,27,2,ENTRADA_INICIAL,39,SALDO-ABERTURA-2025,2025-01-01 08:00:00
81,27,3,ENTRADA_INICIAL,45,SALDO-ABERTURA-2025,2025-01-01 08:00:00
82,28,1,ENTRADA_INICIAL,16,SALDO-ABERTURA-2025,2025-01-01 08:00:00
83,28,2,ENTRADA_INICIAL,11,SALDO-ABERTURA-2025,2025-01-01 08:00:00
84,28,3,ENTRADA_INICIAL,67,SALDO-ABERTURA-2025,2025-01-01 08:00:00
85,29,1,ENTRADA_INICIAL,31,SALDO-ABERTURA-2025,2025-01-01 08:00:00
86,29,2,ENTRADA_INICIAL,21,SALDO-ABERTURA-2025,2025-01-01 08:00:00
87,29,3,ENTRADA_INICIAL,75,SALDO-ABERTURA-2025,2025-01-01 08:00:00
88,30,1,ENTRADA_INICIAL,45,SALDO-ABERTURA-2025,2025-01-01 08:00:00
89,30,2,ENTRADA_INICIAL,66,SALDO-ABERTURA-2025,2025-01-01 08:00:00
90,30,3,ENTRADA_INICIAL,66,SALDO-ABERTURA-2025,2025-01-01 08:00:00
91,31,1,ENTRADA_INICIAL,30,SALDO-ABERTURA-2025,2025-01-01 08:00:00
92,31,2,ENTRADA_INICIAL,19,SALDO-ABERTURA-2025,2025-01-01 08:00:00
93,31,3,ENTRADA_INICIAL,15,SALDO-ABERTURA-2025,2025-01-01 08:00:00
94,32,1,ENTRADA_INICIAL,62,SALDO-ABERTURA-2025,2025-01-01 08:00:00
95,32,2,ENTRADA_INICIAL,37,SALDO-ABERTURA-2025,2025-01-01 08:00:00
96,32,3,ENTRADA_INICIAL,77,SALDO-ABERTURA-2025,2025-01-01 08:00:00
97,33,1,ENTRADA_INICIAL,48,SALDO-ABERTURA-2025,2025-01-01 08:00:00
98,33,2,ENTRADA_INICIAL,42,SALDO-ABERTURA-2025,2025-01-01 08:00:00
99,33,3,ENTRADA_INICIAL,42,SALDO-ABERTURA-2025,2025-01-01 08:00:00
100,34,1,ENTRADA_INICIAL,15,SALDO-ABERTURA-2025,2025-01-01 08:00:00
101,34,2,ENTRADA_INICIAL,68,SALDO-ABERTURA-2025,2025-01-01 08:00:00
102,34,3,ENTRADA_INICIAL,69,SALDO-ABERTURA-2025,2025-01-01 08:00:00
103,35,1,ENTRADA_INICIAL,23,SALDO-ABERTURA-2025,2025-01-01 08:00:00
104,35,2,ENTRADA_INICIAL,48,SALDO-ABERTURA-2025,2025-01-01 08:00:00
105,35,3,ENTRADA_INICIAL,66,SALDO-ABERTURA-2025,2025-01-01 08:00:00
106,36,1,ENTRADA_INICIAL,13,SALDO-ABERTURA-2025,2025-01-01 08:00:00
107,36,2,ENTRADA_INICIAL,32,SALDO-ABERTURA-2025,2025-01-01 08:00:00
108,36,3,ENTRADA_INICIAL,61,SALDO-ABERTURA-2025,2025-01-01 08:00:00
109,37,1,ENTRADA_INICIAL,69,SALDO-ABERTURA-2025,2025-01-01 08:00:00
110,37,2,ENTRADA_INICIAL,39,SALDO-ABERTURA-2025,2025-01-01 08:00:00
111,37,3,ENTRADA_INICIAL,60,SALDO-ABERTURA-2025,2025-01-01 08:00:00
112,38,1,ENTRADA_INICIAL,11,SALDO-ABERTURA-2025,2025-01-01 08:00:00
113,38,2,ENTRADA_INICIAL,63,SALDO-ABERTURA-2025,2025-01-01 08:00:00
114,38,3,ENTRADA_INICIAL,68,SALDO-ABERTURA-2025,2025-01-01 08:00:00
115,39,1,ENTRADA_INICIAL,42,SALDO-ABERTURA-2025,2025-01-01 08:00:00
116,39,2,ENTRADA_INICIAL,12,SALDO-ABERTURA-2025,2025-01-01 08:00:00
117,39,3,ENTRADA_INICIAL,19,SALDO-ABERTURA-2025,2025-01-01 08:00:00
118,40,1,ENTRADA_INICIAL,52,SALDO-ABERTURA-2025,2025-01-01 08:00:00
119,40,2,ENTRADA_INICIAL,25,SALDO-ABERTURA-2025,2025-01-01 08:00:00
120,40,3,ENTRADA_INICIAL,45,SALDO-ABERTURA-2025,2025-01-01 08:00:00
121,41,1,ENTRADA_INICIAL,72,SALDO-ABERTURA-2025,2025-01-01 08:00:00
122,41,2,ENTRADA_INICIAL,12,SALDO-ABERTURA-2025,2025-01-01 08:00:00
123,41,3,ENTRADA_INICIAL,65,SALDO-ABERTURA-2025,2025-01-01 08:00:00
124,42,1,ENTRADA_INICIAL,72,SALDO-ABERTURA-2025,2025-01-01 08:00:00
125,42,2,ENTRADA_INICIAL,48,SALDO-ABERTURA-2025,2025-01-01 08:00:00
126,42,3,ENTRADA_INICIAL,13,SALDO-ABERTURA-2025,2025-01-01 08:00:00
127,43,1,ENTRADA_INICIAL,34,SALDO-ABERTURA-2025,2025-01-01 08:00:00
128,43,2,ENTRADA_INICIAL,56,SALDO-ABERTURA-2025,2025-01-01 08:00:00
129,43,3,ENTRADA_INICIAL,47,SALDO-ABERTURA-2025,2025-01-01 08:00:00
130,44,1,ENTRADA_INICIAL,39,SALDO-ABERTURA-2025,2025-01-01 08:00:00
131,44,2,ENTRADA_INICIAL,12,SALDO-ABERTURA-2025,2025-01-01 08:00:00
132,44,3,ENTRADA_INICIAL,21,SALDO-ABERTURA-2025,2025-01-01 08:00:00
133,45,1,ENTRADA_INICIAL,28,SALDO-ABERTURA-2025,2025-01-01 08:00:00
134,45,2,ENTRADA_INICIAL,27,SALDO-ABERTURA-2025,2025-01-01 08:00:00
135,45,3,ENTRADA_INICIAL,67,SALDO-ABERTURA-2025,2025-01-01 08:00:00
136,46,1,ENTRADA_INICIAL,54,SALDO-ABERTURA-2025,2025-01-01 08:00:00
137,46,2,ENTRADA_INICIAL,32,SALDO-ABERTURA-2025,2025-01-01 08:00:00
138,46,3,ENTRADA_INICIAL,14,SALDO-ABERTURA-2025,2025-01-01 08:00:00
139,47,1,ENTRADA_INICIAL,51,SALDO-ABERTURA-2025,2025-01-01 08:00:00
140,47,2,ENTRADA_INICIAL,31,SALDO-ABERTURA-2025,2025-01-01 08:00:00
141,47,3,ENTRADA_INICIAL,53,SALDO-ABERTURA-2025,2025-01-01 08:00:00
142,48,1,ENTRADA_INICIAL,54,SALDO-ABERTURA-2025,2025-01-01 08:00:00
143,48,2,ENTRADA_INICIAL,37,SALDO-ABERTURA-2025,2025-01-01 08:00:00
144,48,3,ENTRADA_INICIAL,46,SALDO-ABERTURA-2025,2025-01-01 08:00:00
145,49,1,ENTRADA_INICIAL,40,SALDO-ABERTURA-2025,2025-01-01 08:00:00
146,49,2,ENTRADA_INICIAL,12,SALDO-ABERTURA-2025,2025-01-01 08:00:00
147,49,3,ENTRADA_INICIAL,22,SALDO-ABERTURA-2025,2025-01-01 08:00:00
148,50,1,ENTRADA_INICIAL,23,SALDO-ABERTURA-2025,2025-01-01 08:00:00
149,50,2,ENTRADA_INICIAL,39,SALDO-ABERTURA-2025,2025-01-01 08:00:00
150,50,3,ENTRADA_INICIAL,50,SALDO-ABERTURA-2025,2025-01-01 08:00:00
151,51,1,ENTRADA_INICIAL,20,SALDO-ABERTURA-2025,2025-01-01 08:00:00
152,51,2,ENTRADA_INICIAL,32,SALDO-ABERTURA-2025,2025-01-01 08:00:00
153,51,3,ENTRADA_INICIAL,23,SALDO-ABERTURA-2025,2025-01-01 08:00:00
154,52,1,ENTRADA_INICIAL,29,SALDO-ABERTURA-2025,2025-01-01 08:00:00
155,52,2,ENTRADA_INICIAL,68,SALDO-ABERTURA-2025,2025-01-01 08:00:00
156,52,3,ENTRADA_INICIAL,16,SALDO-ABERTURA-2025,2025-01-01 08:00:00
157,53,1,ENTRADA_INICIAL,42,SALDO-ABERTURA-2025,2025-01-01 08:00:00
158,53,2,ENTRADA_INICIAL,54,SALDO-ABERTURA-2025,2025-01-01 08:00:00
159,53,3,ENTRADA_INICIAL,41,SALDO-ABERTURA-2025,2025-01-01 08:00:00
160,54,1,ENTRADA_INICIAL,60,SALDO-ABERTURA-2025,2025-01-01 08:00:00
161,54,2,ENTRADA_INICIAL,11,SALDO-ABERTURA-2025,2025-01-01 08:00:00
162,54,3,ENTRADA_INICIAL,45,SALDO-ABERTURA-2025,2025-01-01 08:00:00
163,55,1,ENTRADA_INICIAL,32,SALDO-ABERTURA-2025,2025-01-01 08:00:00
164,55,2,ENTRADA_INICIAL,24,SALDO-ABERTURA-2025,2025-01-01 08:00:00
165,55,3,ENTRADA_INICIAL,21,SALDO-ABERTURA-2025,2025-01-01 08:00:00
166,56,1,ENTRADA_INICIAL,45,SALDO-ABERTURA-2025,2025-01-01 08:00:00
167,56,2,ENTRADA_INICIAL,33,SALDO-ABERTURA-2025,2025-01-01 08:00:00
168,56,3,ENTRADA_INICIAL,67,SALDO-ABERTURA-2025,2025-01-01 08:00:00
169,57,1,ENTRADA_INICIAL,64,SALDO-ABERTURA-2025,2025-01-01 08:00:00
170,57,2,ENTRADA_INICIAL,72,SALDO-ABERTURA-2025,2025-01-01 08:00:00
171,57,3,ENTRADA_INICIAL,18,SALDO-ABERTURA-2025,2025-01-01 08:00:00
172,58,1,ENTRADA_INICIAL,65,SALDO-ABERTURA-2025,2025-01-01 08:00:00
173,58,2,ENTRADA_INICIAL,70,SALDO-ABERTURA-2025,2025-01-01 08:00:00
174,58,3,ENTRADA_INICIAL,16,SALDO-ABERTURA-2025,2025-01-01 08:00:00
175,59,1,ENTRADA_INICIAL,53,SALDO-ABERTURA-2025,2025-01-01 08:00:00
176,59,2,ENTRADA_INICIAL,39,SALDO-ABERTURA-2025,2025-01-01 08:00:00
177,59,3,ENTRADA_INICIAL,32,SALDO-ABERTURA-2025,2025-01-01 08:00:00
178,60,1,ENTRADA_INICIAL,30,SALDO-ABERTURA-2025,2025-01-01 08:00:00
179,60,2,ENTRADA_INICIAL,16,SALDO-ABERTURA-2025,2025-01-01 08:00:00
180,60,3,ENTRADA_INICIAL,33,SALDO-ABERTURA-2025,2025-01-01 08:00:00
181,29,3,SAIDA_VENDA,-1,PEDIDO-1,2026-03-24 10:50:00
182,28,1,SAIDA_VENDA,-1,PEDIDO-1,2026-03-24 10:50:00
183,38,2,SAIDA_VENDA,-1,PEDIDO-1,2026-03-24 10:50:00
184,41,1,SAIDA_VENDA,-3,PEDIDO-2,2025-11-25 21:30:00
185,19,1,SAIDA_VENDA,-2,PEDIDO-2,2025-11-25 21:30:00
186,42,1,SAIDA_VENDA,-1,PEDIDO-2,2025-11-25 21:30:00
187,26,3,SAIDA_VENDA,-2,PEDIDO-4,2025-05-06 18:25:00
188,21,2,SAIDA_VENDA,-1,PEDIDO-4,2025-05-06 18:25:00
189,23,3,SAIDA_VENDA,-3,PEDIDO-5,2026-06-01 20:52:00
190,42,3,SAIDA_VENDA,-1,PEDIDO-5,2026-06-01 20:52:00
191,51,3,SAIDA_VENDA,-2,PEDIDO-5,2026-06-01 20:52:00
192,49,3,SAIDA_VENDA,-2,PEDIDO-5,2026-06-01 20:52:00
193,43,3,SAIDA_VENDA,-1,PEDIDO-6,2025-11-03 08:27:00
194,21,1,SAIDA_VENDA,-2,PEDIDO-6,2025-11-03 08:27:00
195,17,3,SAIDA_VENDA,-3,PEDIDO-6,2025-11-03 08:27:00
196,38,3,SAIDA_VENDA,-2,PEDIDO-8,2025-05-20 15:38:00
197,10,1,SAIDA_VENDA,-3,PEDIDO-8,2025-05-20 15:38:00
198,38,3,SAIDA_VENDA,-2,PEDIDO-9,2026-05-07 21:02:00
199,24,3,SAIDA_VENDA,-1,PEDIDO-10,2025-05-31 11:34:00
200,29,3,SAIDA_VENDA,-2,PEDIDO-10,2025-05-31 11:34:00
201,35,1,SAIDA_VENDA,-2,PEDIDO-10,2025-05-31 11:34:00
202,14,3,SAIDA_VENDA,-3,PEDIDO-11,2025-03-19 21:20:00
203,32,3,SAIDA_VENDA,-1,PEDIDO-11,2025-03-19 21:20:00
204,42,3,SAIDA_VENDA,-1,PEDIDO-11,2025-03-19 21:20:00
205,60,2,SAIDA_VENDA,-2,PEDIDO-12,2026-02-12 18:02:00
206,41,1,SAIDA_VENDA,-2,PEDIDO-12,2026-02-12 18:02:00
207,32,3,SAIDA_VENDA,-2,PEDIDO-12,2026-02-12 18:02:00
208,56,1,SAIDA_VENDA,-1,PEDIDO-14,2025-11-11 17:25:00
209,25,1,SAIDA_VENDA,-1,PEDIDO-14,2025-11-11 17:25:00
210,14,1,SAIDA_VENDA,-1,PEDIDO-14,2025-11-11 17:25:00
211,57,1,SAIDA_VENDA,-2,PEDIDO-14,2025-11-11 17:25:00
212,54,3,SAIDA_VENDA,-1,PEDIDO-15,2025-02-19 14:47:00
213,23,2,SAIDA_VENDA,-3,PEDIDO-16,2025-03-07 15:50:00
214,29,1,SAIDA_VENDA,-1,PEDIDO-17,2025-03-24 20:08:00
215,31,2,SAIDA_VENDA,-2,PEDIDO-18,2025-03-26 13:41:00
216,36,3,SAIDA_VENDA,-2,PEDIDO-18,2025-03-26 13:41:00
217,5,1,SAIDA_VENDA,-1,PEDIDO-18,2025-03-26 13:41:00
218,54,1,SAIDA_VENDA,-2,PEDIDO-18,2025-03-26 13:41:00
219,39,3,SAIDA_VENDA,-2,PEDIDO-19,2025-03-26 09:32:00
220,57,2,SAIDA_VENDA,-1,PEDIDO-19,2025-03-26 09:32:00
221,33,2,SAIDA_VENDA,-3,PEDIDO-19,2025-03-26 09:32:00
222,56,3,SAIDA_VENDA,-2,PEDIDO-20,2025-06-10 18:09:00
223,40,3,SAIDA_VENDA,-1,PEDIDO-21,2025-11-27 08:55:00
224,43,2,SAIDA_VENDA,-1,PEDIDO-21,2025-11-27 08:55:00
225,35,3,SAIDA_VENDA,-2,PEDIDO-22,2025-10-07 21:43:00
226,8,3,SAIDA_VENDA,-1,PEDIDO-24,2025-02-12 18:01:00
227,48,1,SAIDA_VENDA,-2,PEDIDO-25,2025-12-19 09:15:00
228,52,3,SAIDA_VENDA,-1,PEDIDO-25,2025-12-19 09:15:00
229,50,2,SAIDA_VENDA,-1,PEDIDO-25,2025-12-19 09:15:00
230,6,3,SAIDA_VENDA,-1,PEDIDO-25,2025-12-19 09:15:00
231,7,3,SAIDA_VENDA,-1,PEDIDO-26,2025-06-23 11:13:00
232,28,3,SAIDA_VENDA,-1,PEDIDO-26,2025-06-23 11:13:00
233,45,1,SAIDA_VENDA,-3,PEDIDO-28,2025-01-17 10:05:00
234,50,3,SAIDA_VENDA,-2,PEDIDO-28,2025-01-17 10:05:00
235,18,3,SAIDA_VENDA,-1,PEDIDO-29,2026-06-10 20:30:00
236,37,2,SAIDA_VENDA,-1,PEDIDO-29,2026-06-10 20:30:00
237,31,2,SAIDA_VENDA,-1,PEDIDO-29,2026-06-10 20:30:00
238,53,2,SAIDA_VENDA,-2,PEDIDO-30,2026-01-12 09:38:00
239,37,2,SAIDA_VENDA,-2,PEDIDO-30,2026-01-12 09:38:00
240,47,2,SAIDA_VENDA,-1,PEDIDO-30,2026-01-12 09:38:00
241,29,3,SAIDA_VENDA,-1,PEDIDO-31,2026-01-02 08:23:00
242,37,1,SAIDA_VENDA,-3,PEDIDO-32,2025-04-09 08:43:00
243,43,3,SAIDA_VENDA,-1,PEDIDO-32,2025-04-09 08:43:00
244,10,3,SAIDA_VENDA,-1,PEDIDO-33,2025-03-07 08:15:00
245,36,2,SAIDA_VENDA,-3,PEDIDO-33,2025-03-07 08:15:00
246,48,1,SAIDA_VENDA,-1,PEDIDO-34,2025-05-06 09:31:00
247,54,1,SAIDA_VENDA,-1,PEDIDO-34,2025-05-06 09:31:00
248,46,3,SAIDA_VENDA,-2,PEDIDO-35,2026-03-07 14:22:00
249,37,1,SAIDA_VENDA,-1,PEDIDO-35,2026-03-07 14:22:00
250,22,3,SAIDA_VENDA,-3,PEDIDO-35,2026-03-07 14:22:00
251,25,3,SAIDA_VENDA,-2,PEDIDO-36,2025-01-09 12:58:00
252,1,2,SAIDA_VENDA,-3,PEDIDO-36,2025-01-09 12:58:00
253,57,2,SAIDA_VENDA,-1,PEDIDO-37,2026-05-26 13:50:00
254,24,2,SAIDA_VENDA,-3,PEDIDO-37,2026-05-26 13:50:00
255,48,3,SAIDA_VENDA,-2,PEDIDO-39,2025-05-27 09:37:00
256,23,2,SAIDA_VENDA,-3,PEDIDO-41,2025-12-10 20:36:00
257,35,2,SAIDA_VENDA,-3,PEDIDO-42,2025-06-17 13:33:00
258,9,1,SAIDA_VENDA,-1,PEDIDO-42,2025-06-17 13:33:00
259,41,3,SAIDA_VENDA,-1,PEDIDO-42,2025-06-17 13:33:00
260,28,2,SAIDA_VENDA,-2,PEDIDO-43,2026-03-20 19:58:00
261,27,3,SAIDA_VENDA,-1,PEDIDO-44,2025-01-26 14:24:00
262,19,2,SAIDA_VENDA,-3,PEDIDO-44,2025-01-26 14:24:00
263,43,3,SAIDA_VENDA,-2,PEDIDO-45,2026-04-08 14:09:00
264,17,2,SAIDA_VENDA,-2,PEDIDO-46,2026-01-17 19:04:00
265,11,3,SAIDA_VENDA,-3,PEDIDO-46,2026-01-17 19:04:00
266,24,1,SAIDA_VENDA,-2,PEDIDO-46,2026-01-17 19:04:00
267,26,3,SAIDA_VENDA,-2,PEDIDO-46,2026-01-17 19:04:00
268,32,3,SAIDA_VENDA,-2,PEDIDO-47,2025-01-25 20:34:00
269,46,1,SAIDA_VENDA,-3,PEDIDO-47,2025-01-25 20:34:00
270,35,2,SAIDA_VENDA,-1,PEDIDO-47,2025-01-25 20:34:00
271,5,2,SAIDA_VENDA,-3,PEDIDO-48,2025-06-16 19:06:00
272,56,3,SAIDA_VENDA,-1,PEDIDO-48,2025-06-16 19:06:00
273,8,1,SAIDA_VENDA,-2,PEDIDO-48,2025-06-16 19:06:00
274,33,3,SAIDA_VENDA,-2,PEDIDO-48,2025-06-16 19:06:00
275,41,3,SAIDA_VENDA,-1,PEDIDO-49,2025-06-13 20:23:00
276,58,3,SAIDA_VENDA,-1,PEDIDO-50,2025-09-01 11:44:00
277,33,3,SAIDA_VENDA,-2,PEDIDO-50,2025-09-01 11:44:00
278,60,3,SAIDA_VENDA,-1,PEDIDO-51,2025-05-29 15:53:00
279,12,3,SAIDA_VENDA,-1,PEDIDO-51,2025-05-29 15:53:00
280,31,1,SAIDA_VENDA,-3,PEDIDO-52,2026-03-26 19:40:00
281,30,2,SAIDA_VENDA,-1,PEDIDO-53,2026-03-10 08:45:00
282,13,2,SAIDA_VENDA,-1,PEDIDO-53,2026-03-10 08:45:00
283,18,1,SAIDA_VENDA,-3,PEDIDO-54,2025-01-28 18:10:00
284,22,1,SAIDA_VENDA,-2,PEDIDO-55,2026-02-14 08:43:00
285,60,1,SAIDA_VENDA,-1,PEDIDO-56,2026-05-13 18:22:00
286,43,1,SAIDA_VENDA,-2,PEDIDO-56,2026-05-13 18:22:00
287,39,2,SAIDA_VENDA,-2,PEDIDO-56,2026-05-13 18:22:00
288,8,3,SAIDA_VENDA,-1,PEDIDO-57,2026-04-07 21:55:00
289,50,3,SAIDA_VENDA,-1,PEDIDO-58,2026-05-29 18:37:00
290,54,1,SAIDA_VENDA,-1,PEDIDO-58,2026-05-29 18:37:00
291,40,3,SAIDA_VENDA,-1,PEDIDO-58,2026-05-29 18:37:00
292,14,3,SAIDA_VENDA,-2,PEDIDO-59,2025-04-10 13:27:00
293,8,2,SAIDA_VENDA,-1,PEDIDO-59,2025-04-10 13:27:00
294,1,2,SAIDA_VENDA,-2,PEDIDO-59,2025-04-10 13:27:00
295,42,3,SAIDA_VENDA,-1,PEDIDO-59,2025-04-10 13:27:00
296,20,1,SAIDA_VENDA,-2,PEDIDO-60,2025-12-29 21:27:00
297,5,2,SAIDA_VENDA,-1,PEDIDO-61,2025-10-03 21:23:00
298,17,3,SAIDA_VENDA,-3,PEDIDO-61,2025-10-03 21:23:00
299,50,3,SAIDA_VENDA,-1,PEDIDO-61,2025-10-03 21:23:00
300,15,2,SAIDA_VENDA,-2,PEDIDO-61,2025-10-03 21:23:00
301,6,1,SAIDA_VENDA,-1,PEDIDO-62,2025-05-11 15:57:00
